Código do Ativo;Empresa;Série;Emissão;IPO;Situação;ISIN;Registro CVM da Emissão;Data de Registro CVM da Emissão;Registro CVM do Programa;Data de Registro CVM do Programa;Data de Emissão; Data de Vencimento;Motivo de Saída ;Data de Saída / Novo Vencimento; Data do Início da Rentabilidade;Data do Início da Distribuição;Data da Próxima Repactuação;Ato Societário (1);Data do Ato (1);Ato Societário (2);Data do Ato (2);Forma;Garantia/Espécie;Classe;Quantidade Emitida;Artigo 14º;Artigo 24º;Quantidade em Mercado;Quantidade em Tesouraria;Quantidade Resgatada;Quantidade  Cancelada;Quantidade Convertida no SND;Quantidade Convertida fora do SND;Quantidade Permutada no SND;Quantidade Permutada fora do SND;Unidade Monetária;Valor Nominal na Emissão;Unidade Monetária;Valor Nominal Atual;Data Últ VNA;Índice;Tipo;Critério de Cálculo;Dia de Referência para Índice de Preços;Critério para Índice;Corrige a cada;Percentual Multiplicador/Rentabilidade;Limite da TJLP;Tipo de Tratamento do Limite da TJLP;Juros Critério Antigo do SND;Prêmios Critério Antigo do SND;Amortização - Taxa;Amortização - Cada;Amortização - Unidade;Amortização - Carência;Amortização - Critério;Tipo de Amortização;Juros Critério Novo - Taxa;Juros Critério Novo - Prazo;Juros Critério Novo - Cada;Juros Critério Novo - Unidade;Juros Critério Novo - Carência;Juros Critério Novo - Critério;Juros Critério Novo - Tipo;Prêmio Critério Novo - Taxa;Prêmio Critério Novo - Prazo;Prêmio Critério Novo - Cada;Prêmio Critério Novo - Unidade;Prêmio Critério Novo - Carência;Prêmio Critério Novo - Critério;Prêmio Critério Novo - Tipo;Participação - Taxa;Participação - Cada;Participação - Unidade;Participação - Carência;Participação - Descrição;Rating1;Agência Classificadora;Rating2;Agência Classificadora;Rating3;Agência Classificadora;Banco Mandatário;Agente Fiduciário;Instituição Depositária;Coordenador Líder;CNPJ;Deb Incent (Lei 12431);Escritura Padronizada;Resgate Antecipado
AGGU12;AGUAS GUARIROBA  S/A;'ÚNI;'002;ND;Registrado;BRGRRBDBS018;DISPENSA ICVM 476/09;12/09/2014;;;15/08/2014;15/08/2019; - - - - - - ;;15/08/2014;15/09/2014;-;RCA;12/08/2014;;;Escritural;Quirografária;Simples;20000;0,;0,;20000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;333,300;12;MES;15/08/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;14,000;252;6;MES;15/02/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO BTG PACTUAL S/A;4.08957E+12;N; n ;
AGND11;AGROVIA DO NORDESTE SA;'ÚNI;'001;ND;Registrado;BRAGNDDBS001;DISPENSA ICVM 476/09;29/10/2015;;;30/09/2015;30/09/2016; - - - - - - ;;30/09/2015;02/10/2015;-;AGE;30/09/2015;;;Escritural;Real;Simples;3500;0,;0,;3500;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;29,500;252;0,;-;30/09/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ITAU-BBA S/A;1.85106E+13;N; n ;
AGRU11;CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE GUARULHOS SA;'001;'001;ND;Registrado;BRAGRUDBS006;DISPENSA ICVM 476/09;20/03/2014;;;15/02/2014;15/03/2025; - - - - - - ;;15/02/2014;21/03/2014;-;AGE;05/12/2013;AGE;28/01/2014;Escritural;Real;Simples;75000;0,;0,;75000;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,223,967,210;21/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;12;MES;15/03/2017;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;78,600;252;12;MES;15/03/2015;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;1.55786E+13;S; n ;
AGRU12;CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE GUARULHOS SA;'ÚNI;'002;ND;Registrado;BRAGRUDBS048;CVM/SRE/DEB/2014/014;24/10/2014;;;15/10/2014;15/10/2026; - - - - - - ;;29/10/2014;27/10/2014;-;AGE;08/08/2014;;;Escritural;Real;Simples;300000;0,;0,;202001;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,174,335,880;21/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;12;MES;15/10/2018;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;64,000;252;12;MES;15/10/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;1.55786E+13;S; n ;
AGRU21;CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE GUARULHOS SA;'002;'001;ND;Registrado;BRAGRUDBS014;DISPENSA ICVM 476/09;20/03/2014;;;15/02/2014;15/06/2025; - - - - - - ;;15/02/2014;21/03/2014;-;AGE;05/12/2013;AGE;28/01/2014;Escritural;Real;Simples;75000;0,;0,;75000;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,223,967,210;21/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;12;MES;15/06/2017;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;78,600;252;12;MES;15/06/2015;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;1.55786E+13;S; n ;
AGRU31;CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE GUARULHOS SA;'003;'001;ND;Registrado;BRAGRUDBS022;DISPENSA ICVM 476/09;20/03/2014;;;15/02/2014;15/09/2025; - - - - - - ;;15/02/2014;21/03/2014;-;AGE;05/12/2013;AGE;28/01/2014;Escritural;Real;Simples;75000;0,;0,;75000;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,223,967,210;21/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;12;MES;15/09/2017;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;78,600;252;12;MES;15/09/2015;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;1.55786E+13;S; n ;
AGRU41;CONCESSIONARIA DO AEROPORTO INTERNACIONAL DE GUARULHOS SA;'004;'001;ND;Registrado;BRAGRUDBS030;DISPENSA ICVM 476/09;20/03/2014;;;15/02/2014;15/12/2025; - - - - - - ;;15/02/2014;21/03/2014;-;AGE;05/12/2013;AGE;28/01/2014;Escritural;Real;Simples;75000;0,;0,;75000;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,223,967,210;21/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;-;12;MES;15/12/2017;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;78,600;252;12;MES;15/12/2015;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;1.55786E+13;S; n ;
AGSF11;AGUAS DE SAO FRANCISCO DO SUL SPE SA;'ÚNI;'001;ND;Registrado;BRAGSFDBS005;DISPENSA ICVM 476/09;27/11/2015;;;30/10/2015;30/10/2018; - - - - - - ;;30/10/2015;30/10/2015;-;AGE;16/10/2015;;;Escritural;Quirografária;Simples;4150;0,;0,;4150;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,141,285,600;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;117,500;252;12;MES;30/10/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ITAU-BBA S/A;2.11807E+13;N; n ;
AGTI11;ALGAR TI CONSULTORIA SA;'ÚNI;'001;ND;Registrado;BRGRCTDBS004;DISPENSA ICVM 476/09;14/04/2016;;;08/04/2016;08/04/2023; - - - - - - ;;15/04/2016;15/04/2016;-;AGE;11/03/2016;;;Escritural;Quirografária;Simples;5000;0,;0,;5000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;200,000;12;MES;08/04/2019;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;31,500;252;6;MES;08/10/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;5.51065E+12;N; n ;
AGTS12;AGUAS DE TIMON SANEAMENTO SA;'001;'002;ND;Registrado;BRAGTSDBS006;DISPENSA ICVM 476/09;27/11/2015;;;30/10/2015;30/10/2018; - - - - - - ;;30/10/2015;30/11/2015;-;AGE;23/10/2015;;;Escritural;Quirografária;Simples;2900;0,;0,;2900;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,141,285,600;21/07/2016;TR;  - ;Padrão - SND;;-;;0,00;0,000;-;;;-;-;-;-;-;-;117,500;252;12;MES;30/10/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ITAU-BBA S/A;2.17167E+13;N; n ;
AGTS22;AGUAS DE TIMON SANEAMENTO SA;'002;'002;ND;Registrado;BRAGTSDBS014;DISPENSA ICVM 476/09;27/11/2015;;;30/10/2015;30/10/2018; - - - - - - ;;30/10/2015;30/11/2015;-;AGE;23/10/2015;;;Escritural;Quirografária;Simples;2600;0,;0,;2600;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;20,000;252;12;MES;30/10/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ITAU-BBA S/A;2.17167E+13;N; n ;
AGUT14;ANDRADE GUTIERREZ S/A;'ÚNI;'004;ND;Registrado;BRAGUTDBS051;DISPENSA ICVM 476/09;24/11/2014;;;19/11/2014;19/11/2017; - - - - - - ;;25/11/2014;21/11/2014;-;AGE;19/11/2014;;;Escritural;Quirografária;Simples;600000;0,;0,;600000;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;124,00;0,000;-;;;-;-;-;-;-;-;0,0000;0,;6;MES;19/05/2015;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;1.72622E+13;N; n ;
AGVL11;AGV LOGISTICA SA;'ÚNI;'001;ND;Registrado;BRAGLGDBS008;DISPENSA ICVM 476/09;08/02/2012;;;10/01/2012;10/01/2017; - - - - - - ;;09/02/2012;-;-;AGE;19/01/2012;;;Escritural;Quirografária;Simples;12000;0,;0,;12000;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;1,426,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;142,900;6;MES;10/01/2014;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;25,000;252;6;MES;10/01/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;ITAU UNIBANCO SA;2.90542E+12;N; n ;
ALEC11;ALESAT COMBUSTIVEIS  S/A;'ÚNI;'001;ND;Registrado;BRALESDBS008;DISPENSA ICVM 476/09;08/05/2012;;;10/04/2012;10/04/2017; - - - - - - ;;09/05/2012;-;-;AGE;28/03/2012;RCA;28/03/2012;Escritural;Quirografária;Simples;50;0,;0,;50;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;250,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;250,000;12;MES;10/04/2013;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;20,000;252;6;MES;10/10/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;2.33146E+13;N; n ;
ALES12;ALESAT COMBUSTIVEIS  S/A;'ÚNI;'002;ND;Registrado;BRALESDBS016;DISPENSA ICVM 476/09;29/05/2014;;;23/05/2014;23/05/2019; - - - - - - ;;30/05/2014;30/05/2014;-;AGE;13/05/2014;;;Escritural;Quirografária;Simples;15;0,;0,;15;0;0;0,;0,;0;0,;0;R$;5,000,000,000,000;R$;3,750,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;109,00;0,000;-;;;125,000;6;MES;23/11/2015;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;23/11/2014;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO SAFRA S/A   ;2.33146E+13;N; n ;
ALES13;ALESAT COMBUSTIVEIS  S/A;'ÚNI;'003;ND;Registrado;BRALESDBS024;DISPENSA ICVM 476/09;21/09/2015;;;22/09/2015;22/09/2016; - - - - - - ;;22/09/2015;22/09/2015;-;AGE;15/09/2015;RCA;15/09/2015;Escritural;Quirografária;Simples;2000;0,;0,;2000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;20,000;252;0,;DIA;22/03/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO BBM S/A;2.33146E+13;N; n ;
ALGA12;ALGAR TELECOM SA;'001;'002;ND;Registrado;BRCTBCDBS015;CVM/SRE/DEB/2012/035;24/10/2012;;;15/09/2012;15/09/2017; - - - - - - ;;15/09/2012;-;-;RCA;14/09/2012;;;Escritural;Quirografária;Simples;61385;0;0;61385;0;0;0;0,;0;0,;0;R$;1,000,000,000;R$;666,700,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;333,300;12;MES;15/09/2015;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;14,000;252;6;MES;15/03/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BCO VOTORANTIM S/A;7.12085E+13;N; n ;
ALGA13;ALGAR TELECOM SA;'ÚNI;'003;ND;Registrado;BRCTBCDBS031;DISPENSA ICVM 476/09;15/04/2014;;;15/04/2014;15/04/2021; - - - - - - ;;16/04/2014;16/04/2014;-;AGE;03/04/2014;;;Escritural;Quirografária;Simples;20000;0,;0,;20000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;111,100;6;MES;15/04/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;15,000;252;6;MES;15/10/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BB BCO DE INVESTIMENTO S/A;7.12085E+13;N; n ;
ALGA14;ALGAR TELECOM SA;'ÚNI;'004;ND;Registrado;BRCTBCDBS049;DISPENSA ICVM 476/09;22/06/2015;;;12/06/2015;12/06/2023; - - - - - - ;;12/06/2015;23/06/2015;-;RCA;10/06/2015;;;Escritural;Quirografária;Simples;200;0,;0,;200;0;0;0,;0,;0;0,;0;R$;1,000,000,000,000;R$;1,000,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;166,600;12;MES;12/06/2018;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;25,000;252;6;MES;12/12/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO SANTANDER BRASIL SA;7.12085E+13;N; n ;
ALGA15;ALGAR TELECOM SA;'ÚNI;'005;ND;Registrado;BRCTBCDBS056;DISPENSA ICVM 476/09;08/06/2016;;;15/05/2016;15/05/2022; - - - - - - ;;09/06/2016;09/06/2016;-;RCA;11/05/2016;;;Escritural;Quirografária;Simples;210000;0,;0,;210000;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,005,845,160;21/07/2016;IPCA;  - ;Padrão - SND;15;-;;0,00;0,000;-;;;500,000;12;MES;15/05/2021;-;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;77,325;252;6;MES;15/11/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO J SAFRA S/A;7.12085E+13;S; n ;
ALGA22;ALGAR TELECOM SA;'002;'002;ND;Registrado;BRCTBCDBS023;CVM/SRE/DEB/2012/036;24/10/2012;;;15/09/2012;15/09/2019; - - - - - - ;;15/09/2012;-;-;RCA;14/09/2012;;;Escritural;Quirografária;Simples;232600;0;0;232600;0;0;0;0,;0;0,;0;R$;1,000,000,000;R$;1,336,747,770;21/07/2016;IPCA;Correção Monetária;Padrão - SND;15;-;   ;0,00;0,000;-;;;333,300;12;MES;15/09/2017;-;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;60,000;252;12;MES;15/09/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BCO VOTORANTIM S/A;7.12085E+13;N; n ;
ALGT11;ALGAR TECNOLOGIA E CONSULTORIA  SA;'ÚNI;'001;ND;Registrado;BRALGCDBS007;DISPENSA ICVM 476/09;28/11/2013;;;25/10/2013;25/10/2023; - - - - - - ;;29/11/2013;29/11/2013;-;AGE;14/10/2013;;;Escritural;Quirografária;Simples;80;0,;0,;80;0;0;0,;0,;0;0,;0;R$;1,000,000,000,000;R$;1,000,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;12;MES;25/10/2017;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;14,100;252;6;MES;25/04/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;2.12467E+13;N; n ;
ALLG10;ALL-AMERICA LATINA LOGISTICA S/A;'ÚNI;'010;ND;Registrado;BRALLLDBS081;DISPENSA ICVM 476/09;11/12/2012;;;01/10/2012;01/10/2017; - - - - - - ;;12/12/2012;-;-;AGE;24/09/2012;;;Escritural;Quirografária;Simples;75000;0,;0,;29000;46000;0;0;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;-;-;-;-;-;13,000;252;6;MES;01/04/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO;ITAU CV S/A;CAIXA ECONOMICA FEDERAL   ;2.38724E+12;N; n ;
ALPA14;ALUPAR INVESTIMENTO S/A;'ÚNI;'004;ND;Registrado;BRALUPDBS083;DISPENSA ICVM 476/09;08/02/2012;;;03/02/2012;03/02/2018; - - - - - - ;;03/02/2012;-;-;RCA;21/12/2011;;;Escritural;Quirografária;Simples;15000;0,;0,;15000;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;333,300;6;MES;03/02/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;14,500;252;6;MES;03/08/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO CITIBANK S/A;OLIVEIRA TRUST DTVM SA;BANCO CITIBANK S/A;BANCO CITIBANK S/A;8.36495E+12;N; n ;
ALSC12;ALIANSCE SHOPPING CENTERS S/A;'ÚNI;'002;ND;Registrado;BRALSCDBS010;DISPENSA ICVM 476/09;24/10/2012;;;25/10/2012;25/10/2017; - - - - - - ;;25/10/2012;-;-;RCA;29/08/2012;;;Escritural;Real;Simples;100;0,;0,;100;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;500,000,000,000;21/07/2016;TJLP;Integrante de Juros;Padrão - SND;;DC;   ;0,00;0,000;-;;;250,000;12;MES;25/10/2014;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;50,000;360;1;MES;25/11/2012;Comercial;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO SANTANDER BRASIL SA;6.08298E+12;N; n ;
ALTA11;ALTAR EMPREENDIMENTOS E PARTICIPACOES SA;'ÚNI;'001;ND;Registrado;BRALEPDBS004;DISPENSA ICVM 476/09;27/11/2015;;;14/11/2015;14/05/2027; - - - - - - ;;30/11/2015;30/11/2015;-;AGE;18/11/2015;;;Escritural;Real;Simples;45;0,;0,;45;0;0;0,;0,;0;0,;0;R$;1,000,000,000,000;R$;955,882,000,000;21/07/2016;DI;  - ;Não Padrão - SND;;-;;100,00;0,000;-;4,2500% aa 252 dias;;0,7353;-;-;-;;Percentual fixo sobre o valor nominal de emissão em períodos não uniformes;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO ITAU-BBA S/A;1.78484E+13;N; n ;
ALUB11;ALUBAM PARTICIPACOES S/A;'ÚNI;'001;ND;Registrado;BRALUBDBS000;DISPENSA ICVM 476/09;09/07/2013;;;30/06/2013;30/06/2023; - - - - - - ;;30/06/2013;10/07/2013;-;AGE;27/06/2013;;;Escritural;Quirografária;Simples;20;0,;0,;20;0;0;0,;0,;0;0,;0;R$;3,100,000,000,000;R$;4,453,969,546,354;21/07/2016;IPCA;Correção Monetária;Padrão - SND;30;-;;0,00;0,000;-;;;-;-;-;-;-;-;65,000;360;12;MES;30/06/2014;-;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO CITIBANK S/A;GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO;BANCO CITIBANK S/A;SOCOPA SOCIEDADE CORRETORA PAULISTA S/A;1.43271E+13;N; n ;
AMAR11;MARISA LOJAS S/A;'ÚNI;'001;ND;Registrado;BRAMARDBS006;DISPENSA ICVM 476/09;21/06/2011;;;21/06/2011;21/06/2018; - - - - - - ;;22/06/2011;-;-;RCA;07/06/2011;;;Escritural;Quirografária;Simples;300;0,;0,;300;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;1,000,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;111,95;0,000;-;;;-;-;-;-;-;-;0,0000;0,;6;MES;21/12/2011;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;SLW CVC LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;6.11893E+13;N; n ;
AMAR12;MARISA LOJAS S/A;'ÚNI;'002;ND;Registrado;BRAMARDBS014;DISPENSA ICVM 476/09;21/12/2011;;;20/12/2011;20/12/2016; - - - - - - ;;20/12/2011;-;-;RCA;09/12/2011;RCA;12/12/2011;Escritural;Quirografária;Simples;350;0,;0,;350;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;500,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;111,20;0,000;-;;;500,000;12;MES;20/12/2015;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;20/06/2012;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;6.11893E+13;N; n ;
AMAR13;MARISA LOJAS S/A;'001;'003;ND;Registrado;BRAMARDBS022;DISPENSA ICVM 476/09;08/05/2014;;;25/04/2014;25/04/2019; - - - - - - ;;09/05/2014;09/05/2014;-;RCA;24/04/2014;;;Escritural;Quirografária;Simples;10000;0,;0,;5000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;111,25;0,000;-;;;-;-;-;-;-;-;0,0000;0,;6;MES;25/10/2014;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO SAFRA S/A   ;6.11893E+13;N; n ;
AMAR23;MARISA LOJAS S/A;'002;'003;ND;Registrado;BRAMARDBS030;DISPENSA ICVM 476/09;08/05/2014;;;25/04/2014;25/04/2021; - - - - - - ;;09/05/2014;09/05/2014;-;RCA;24/04/2014;;;Escritural;Quirografária;Simples;10000;0,;0,;10000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;112,00;0,000;-;;;500,000;12;MES;25/04/2020;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;25/10/2014;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO SAFRA S/A   ;6.11893E+13;N; n ;
